Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
2026-05-27T16:16:35,0,False,False,False,True,True,MACHINE READY
Time stamp,Part Count,full,robot_moving,photoeye,auto_mode,enable,Machine State
2026-05-27T16:16:36,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:36,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:36,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:37,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:37,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:37,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:37,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:37,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:38,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:38,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:38,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:38,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:38,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:39,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:39,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:39,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:39,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:39,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:40,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:40,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:40,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:40,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:40,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:41,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:41,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:41,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:41,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:41,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:42,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:42,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:42,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:42,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:43,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:43,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:43,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:43,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:43,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:44,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:44,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:44,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:44,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:44,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:45,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:45,0,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:45,0,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:45,0,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:45,0,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:46,0,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:46,1,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:46,1,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:46,1,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:47,1,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:47,1,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:47,1,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:47,1,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:47,1,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:48,1,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:48,1,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:48,1,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:48,1,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:48,1,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:49,1,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:49,1,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:49,2,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:49,2,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:49,2,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:50,2,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:50,2,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:50,2,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:50,2,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:51,2,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:51,2,False,False,True,True,True,MACHINE READY
2026-05-27T16:16:51,2,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:51,2,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:51,2,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:52,2,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:52,2,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:52,2,False,False,False,True,True,MACHINE READY
2026-05-27T16:16:52,2,False,False,False,True,True,MACHINE READY
